Atleta,Equipe Janela Análise,Posição,Liga,Participação,Defesa,Construção,Ataque,Último passe,Ameaça Ofensiva,Drible,Participação_percentil,Defesa_percentil,Construção_percentil,Ataque_percentil,Último passe_percentil,Ameaça ofensiva_percentil,Drible_percentil
A. Francis,Cercle Brugge,MEIO-CAMPO,BEL1,-0.41,2.33,0.66,-0.45,0.25,-1.47,-0.77,41,91,67,47,60,28,24
J. De Sart,Gent,MEIO-CAMPO,BEL1,3.03,3.4,2.02,1.18,-1.44,-1.18,-0.67,100,99,87,81,26,33,31
F. Selemani,Kortrijk,MEIO-CAMPO,BEL1,-0.46,-0.63,-0.27,1.66,1.4,3.42,2.59,38,38,47,90,81,94,97
G. Magnée,Eupen,MEIO-CAMPO,BEL1,-0.33,0.73,-0.66,-0.59,-0.53,-0.5,0.32,46,68,42,38,41,54,68
L. Van Eenoo,Westerlo,MEIO-CAMPO,BEL1,2.09,1.62,0.39,0.97,0.22,-0.61,-0.96,94,85,64,77,58,51,18
S. Alzate,Standard Liège,MEIO-CAMPO,BEL1,1.59,0.9,1.11,-0.23,0.23,-0.12,0.24,86,76,79,53,59,62,65
Y. Verschaeren,Anderlecht,MEIO-CAMPO,BEL1,-0.41,-0.77,-1.83,0.27,0.21,1.39,0.39,40,37,14,65,56,74,73
C. Brüls,Zulte-Waregem,MEIO-CAMPO,BEL1,0.05,-0.91,0.21,2.42,1.56,-0.89,1.26,58,33,60,94,83,46,92
S. Sissoko,RFC Seraing,MEIO-CAMPO,BEL1,-0.12,0.65,-1.44,-0.75,-0.93,-1.49,-0.64,54,64,21,32,33,27,32
A. Sissako,Zulte-Waregem,MEIO-CAMPO,BEL1,-0.08,0.48,-1.84,-1.38,-1.12,-0.92,0.61,55,60,13,14,29,44,79
Leonardo Lopes,Cercle Brugge,MEIO-CAMPO,BEL1,-1.17,0.88,-0.97,-0.64,-0.32,-1.21,-0.47,21,74,33,35,49,32,37
S. Okazaki,Sint-Truiden,MEIO-CAMPO,BEL1,-2.55,-0.84,-3.18,-2.1,-1.67,0.57,-0.15,3,35,1,5,23,68,54
L. Amani,Union Saint-Gilloise,MEIO-CAMPO,BEL1,-0.21,0.49,-1.56,-0.55,0.75,1.05,2.33,50,62,18,44,68,71,95
M. Ilaimaharitra,Charleroi,MEIO-CAMPO,BEL1,1.28,-0.56,1.6,0.41,-0.6,-0.57,0.49,82,44,81,69,38,53,77
C. Nielsen,Club Brugge,MEIO-CAMPO,BEL1,-0.66,-0.26,-0.24,1.07,-0.78,2.48,-0.62,35,46,51,79,35,86,35
G. Cimirot,Standard Liège,MEIO-CAMPO,BEL1,-0.17,-2.38,0.83,0.0,-1.73,-1.95,-0.22,53,6,72,60,19,10,46
A. Zorgane,Charleroi,MEIO-CAMPO,BEL1,2.84,-0.06,2.98,2.84,3.46,1.11,0.85,99,47,94,97,96,72,82
S. Peeters,Eupen,MEIO-CAMPO,BEL1,-0.04,-1.84,5.2,2.18,2.96,1.24,-0.21,56,13,100,92,94,73,50
N. Madsen,Westerlo,MEIO-CAMPO,BEL1,-0.91,-2.12,1.75,0.75,0.46,-1.1,-0.23,27,8,82,73,64,37,45
T. Teuma,Union Saint-Gilloise,MEIO-CAMPO,BEL1,2.36,0.28,2.09,1.26,4.25,1.52,0.18,96,58,90,82,99,77,64
C. De Norre,OH Leuven,MEIO-CAMPO,BEL1,0.63,-1.01,1.94,0.2,-0.35,-0.21,-0.42,68,28,86,64,47,59,40
S. Kums,Gent,MEIO-CAMPO,BEL1,1.28,-1.11,3.57,1.34,1.26,-0.73,-1.27,81,24,97,85,79,49,3
H. Vanaken,Club Brugge,MEIO-CAMPO,BEL1,0.57,-2.45,2.45,0.91,1.16,3.56,-0.68,67,5,92,76,78,95,29
A. Gholizadeh,Charleroi,MEIO-CAMPO,BEL1,-1.26,-4.24,3.01,2.83,1.8,2.47,2.75,19,1,95,96,86,85,99
S. Schrijvers,OH Leuven,MEIO-CAMPO,BEL1,0.87,0.85,1.89,1.51,0.89,0.37,1.21,76,73,85,87,73,67,91
A. Hjulsager,Gent,MEIO-CAMPO,BEL1,1.6,0.9,-1.01,5.53,3.67,2.88,2.56,87,77,32,100,97,91,96
D. Heymans,Charleroi,MEIO-CAMPO,BEL1,-1.3,-1.88,-1.33,-1.31,-1.71,4.03,-1.39,18,12,27,17,21,100,1
A. da Cruz,Mechelen,MEIO-CAMPO,BEL1,-1.88,-2.04,-2.71,-1.59,0.28,2.01,1.14,6,10,3,10,62,81,90
N. Bätzner,Oostende,MEIO-CAMPO,BEL1,-1.33,-1.57,-0.2,0.47,1.15,3.56,-0.05,17,17,53,71,77,96,60
M. Maertens,OH Leuven,MEIO-CAMPO,BEL1,-2.04,-2.07,-1.75,-0.62,0.49,2.68,0.08,5,9,17,36,65,88,63
D. Hotič,Cercle Brugge,MEIO-CAMPO,BEL1,-1.46,-0.61,-0.69,1.64,0.93,1.95,0.37,14,41,40,88,74,79,71
J. Ekkelenkamp,Antwerp,MEIO-CAMPO,BEL1,-2.44,-2.82,-1.82,-0.56,2.14,3.28,-0.38,4,3,15,42,88,92,41
B. El Khannous,Genk,MEIO-CAMPO,BEL1,0.36,-1.3,3.56,3.24,2.93,0.22,0.4,63,22,96,99,92,64,74
Hyun-Seok Hong,Gent,MEIO-CAMPO,BEL1,-0.76,-1.63,-0.68,1.31,2.31,2.26,-0.8,32,15,41,83,91,83,21
Gabriel,Internacional,MEIO-CAMPO,BRA1,2.01,0.6,0.59,0.62,-2.19,-2.48,-1.18,97,60,66,67,8,1,13
Gabriel Pires,Botafogo,MEIO-CAMPO,BRA1,2.25,4.03,1.44,2.32,1.52,-0.53,0.25,99,100,86,97,81,49,63
G. Neves,São Paulo,MEIO-CAMPO,BRA1,2.54,0.69,2.53,3.6,-1.86,-0.91,-1.38,100,62,95,100,17,34,2
Willian Farias,Coritiba,MEIO-CAMPO,BRA1,-1.47,-1.07,-1.61,-2.0,-2.5,-2.44,-0.5,13,26,13,4,1,2,39
Lucas Sasha,Fortaleza,MEIO-CAMPO,BRA1,1.43,3.69,-1.1,-0.32,-1.04,-0.68,-1.04,86,99,27,44,33,40,18
Filipe Augusto,Cuiabá,MEIO-CAMPO,BRA1,1.49,0.9,-0.14,1.22,-0.81,-2.39,0.13,87,70,48,81,38,3,57
Gabriel Moscardo,Corinthians,MEIO-CAMPO,BRA1,0.73,2.36,-2.07,-1.92,-1.26,-1.1,0.65,71,96,8,5,28,28,76
Andrey,Coritiba,MEIO-CAMPO,BRA1,0.62,0.58,0.47,1.26,-1.05,-0.95,-0.34,67,59,63,83,32,31,46
Breno Cascardo,América Mineiro,MEIO-CAMPO,BRA1,0.08,-0.95,-0.38,-0.37,-1.25,0.05,1.12,53,30,43,42,30,63,84
T. Rincón,Santos,MEIO-CAMPO,BRA1,0.12,0.78,-1.49,-1.72,-0.75,0.48,-0.38,54,67,15,10,40,70,44
Lucas Kal,América Mineiro,MEIO-CAMPO,BRA1,-1.55,-1.87,2.78,0.82,-0.12,-2.01,-1.32,12,10,98,71,54,10,4
Rômulo,Internacional,MEIO-CAMPO,BRA1,-0.36,-0.35,-2.2,-1.67,-2.07,-0.8,-1.23,38,46,5,11,13,37,11
Victor Hugo,Flamengo,MEIO-CAMPO,BRA1,-0.16,-0.6,0.22,-0.28,0.63,0.11,0.61,49,41,59,47,71,66,74
Yago Felipe,Bahia,MEIO-CAMPO,BRA1,0.62,2.1,0.05,-0.96,-1.33,-1.98,-0.99,68,94,55,27,25,11,20
Pepê,Grêmio,MEIO-CAMPO,BRA1,1.27,1.73,0.77,-0.1,-0.62,-0.61,0.86,80,88,71,51,43,44,81
C. de Pena,Internacional,MEIO-CAMPO,BRA1,-1.34,-0.53,-1.04,-0.91,-1.58,0.75,-1.21,19,44,30,31,20,73,12
Alê,América Mineiro,MEIO-CAMPO,BRA1,1.75,1.0,-0.23,-0.16,-1.5,0.2,-0.71,91,74,46,49,23,67,28
Gabriel Menino,Palmeiras,MEIO-CAMPO,BRA1,1.73,1.15,2.0,2.53,1.12,-0.17,0.5,90,80,91,98,75,57,71
J. Cardoso,Internacional,MEIO-CAMPO,BRA1,0.16,0.71,-1.38,-1.51,0.18,0.05,-0.01,57,65,18,13,60,65,56
José Welison,Fortaleza,MEIO-CAMPO,BRA1,0.16,0.37,-0.83,0.17,-0.84,-0.77,-0.31,56,55,37,56,37,38,48
Dodi,Santos,MEIO-CAMPO,BRA1,-1.88,1.05,-3.43,-3.13,-2.38,-2.07,-0.5,6,76,1,1,2,9,40
R. Battaglia,Atlético Mineiro,MEIO-CAMPO,BRA1,-0.07,-0.54,-0.75,-0.66,-2.14,-1.55,-0.64,52,43,38,37,10,18,30
Matheus Jussa,Cruzeiro,MEIO-CAMPO,BRA1,-1.33,-0.54,-1.19,-1.27,-2.07,-0.98,-0.88,20,42,24,19,14,29,23
Martinelli,Fluminense,MEIO-CAMPO,BRA1,1.9,-0.93,0.63,0.33,-0.12,-0.19,0.17,94,33,67,60,53,56,59
Jadsom Silva,Red Bull Bragantino,MEIO-CAMPO,BRA1,0.6,0.38,-0.1,0.37,-1.51,-0.72,-0.48,66,56,51,61,22,39,41
Zé Gabriel,Vasco da Gama,MEIO-CAMPO,BRA1,-0.26,-0.03,-1.16,-1.28,-2.31,-1.58,-0.74,42,51,25,18,4,15,27
E. Pulgar,Flamengo,MEIO-CAMPO,BRA1,1.43,2.06,1.11,0.57,-0.46,-0.55,-1.26,85,92,76,66,47,48,9
Alisson,São Paulo,MEIO-CAMPO,BRA1,0.68,-0.25,0.26,0.39,0.87,-1.22,0.54,70,47,61,62,73,25,72
Willian Oliveira,Goiás,MEIO-CAMPO,BRA1,-0.87,1.44,-1.07,-1.92,-1.72,-1.63,-1.12,27,83,29,6,18,14,15
Matheus Fernandes,Red Bull Bragantino,MEIO-CAMPO,BRA1,1.27,2.9,0.25,-0.19,-0.16,-1.57,0.31,81,98,60,48,52,17,67
Filipe Machado,Cruzeiro,MEIO-CAMPO,BRA1,-1.6,-0.94,-0.07,-0.38,-0.64,-1.25,-1.09,11,31,53,41,42,23,16
Lima,Fluminense,MEIO-CAMPO,BRA1,0.4,-0.95,-1.38,-0.43,-0.47,1.38,1.44,61,29,19,39,45,84,91
Caio Alexandre,Fortaleza,MEIO-CAMPO,BRA1,2.0,0.09,3.35,2.63,0.11,-0.63,-0.54,95,54,99,99,58,43,37
Pablo Maia,São Paulo,MEIO-CAMPO,BRA1,1.82,0.46,-0.11,-0.37,-1.69,-0.6,-0.88,92,57,49,43,19,47,22
Gerson,Flamengo,MEIO-CAMPO,BRA1,0.66,-0.94,0.07,0.77,2.79,3.3,1.33,69,32,56,69,91,94,89
Raniele,Cuiabá,MEIO-CAMPO,BRA1,-1.41,2.0,-1.63,-1.75,-2.03,-0.15,-0.26,15,91,12,9,15,59,51
A. Franco,Atlético Mineiro,MEIO-CAMPO,BRA1,-0.64,0.79,-1.94,-2.1,-2.15,-1.51,-1.35,31,68,10,3,9,19,3
Ruan Oliveira,Corinthians,MEIO-CAMPO,BRA1,-0.39,0.98,-1.64,-0.82,2.01,0.2,0.14,37,72,11,34,84,68,58
Alex Santana,Athletico Paranaense,MEIO-CAMPO,BRA1,-1.45,-1.76,-1.44,-1.11,-2.34,1.36,-0.05,14,12,16,23,3,82,54
P. Ceppelini,Cuiabá,MEIO-CAMPO,BRA1,-0.79,-1.29,0.93,2.06,1.96,-0.91,-0.55,29,23,73,94,83,32,34
Danilo Barbosa,Botafogo,MEIO-CAMPO,BRA1,-0.97,1.0,-0.02,-0.29,-2.25,1.42,1.64,25,73,54,46,6,85,94
Zé Ricardo,Tombense,MEIO-CAMPO,BRA1,2.15,1.04,1.85,1.12,-0.85,-2.17,2.07,98,75,88,78,34,8,96
Marlon Gomes,Vasco da Gama,MEIO-CAMPO,BRA1,0.98,2.76,-1.26,-1.43,0.11,-0.91,0.82,76,97,20,14,59,33,80
Alexsander,Fluminense,MEIO-CAMPO,BRA1,1.71,0.01,-0.87,-0.7,0.45,-1.24,2.19,89,52,34,35,66,24,97
C. Aránguiz,Internacional,MEIO-CAMPO,BRA1,2.0,0.55,2.07,0.87,-0.85,-1.26,-1.24,96,58,92,73,35,20,10
Praxedes,Vasco da Gama,MEIO-CAMPO,BRA1,-0.21,0.07,-0.98,-0.93,-0.45,1.07,0.49,47,53,32,28,48,77,70
Eric Ramires,Red Bull Bragantino,MEIO-CAMPO,BRA1,-0.16,-1.06,-0.33,-0.04,1.28,1.92,0.73,48,27,44,53,78,88,77
F. Vera,Corinthians,MEIO-CAMPO,BRA1,1.05,2.19,-0.52,-0.86,-0.57,-1.17,-0.37,77,95,41,32,44,26,45
Hugo Moura,Athletico Paranaense,MEIO-CAMPO,BRA1,-0.23,0.91,-1.03,-0.83,-1.27,-2.19,-0.56,45,71,31,33,27,6,32
Paulinho,Vasco da Gama,MEIO-CAMPO,BRA1,1.42,1.47,0.51,1.36,0.35,-0.87,2.24,84,84,65,84,62,35,99
Edenílson,Atlético Mineiro,MEIO-CAMPO,BRA1,-1.68,-1.04,-1.23,-1.22,0.67,-0.61,-1.28,9,28,22,22,72,45,6
S. Gómez,Coritiba,MEIO-CAMPO,BRA1,-0.9,-0.66,-2.42,-1.55,-1.25,-0.33,-0.76,26,40,3,12,29,54,26
Matheus Bianqui,Coritiba,MEIO-CAMPO,BRA1,-0.57,1.21,-1.6,-2.25,-1.12,0.98,-0.6,33,81,14,2,31,76,31
F. Carballo,Grêmio,MEIO-CAMPO,BRA1,0.15,-0.82,0.2,0.52,0.38,-0.6,-0.4,55,37,58,65,63,46,43
Jair,Vasco da Gama,MEIO-CAMPO,BRA1,0.94,0.87,0.16,0.87,-0.78,0.92,0.21,75,69,57,74,39,75,60
Lucas Silva,Cruzeiro,MEIO-CAMPO,BRA1,0.25,-0.89,1.99,0.92,0.54,-1.88,0.65,60,35,90,76,68,12,75
Jean Lucas,Santos,MEIO-CAMPO,BRA1,-0.72,-1.33,1.94,0.8,2.1,-0.17,1.05,30,20,89,70,86,58,83
Guilherme Marques,Goiás,MEIO-CAMPO,BRA1,-2.45,-1.3,-0.65,-0.91,2.27,3.6,-1.02,3,22,39,30,88,95,19
R. Ríos,Palmeiras,MEIO-CAMPO,BRA1,0.85,1.05,-2.74,-1.36,-1.31,-0.34,1.31,73,77,2,15,26,53,88
Denilson,Cuiabá,MEIO-CAMPO,BRA1,0.21,-1.46,1.32,1.71,1.66,-0.96,1.54,59,17,81,89,82,30,92
Fernando Sobral,Cuiabá,MEIO-CAMPO,BRA1,0.8,1.31,1.38,0.76,-0.18,-0.42,0.37,72,82,84,68,51,51,68
Fernandinho,Athletico Paranaense,MEIO-CAMPO,BRA1,-0.35,-1.89,5.4,1.92,2.38,-1.25,0.29,39,9,100,92,90,22,66
R. Fernández,Santos,MEIO-CAMPO,BRA1,0.16,0.69,-1.39,-1.33,-2.11,-1.57,-0.84,58,63,17,17,12,16,24
N. Acevedo,Bahia,MEIO-CAMPO,BRA1,1.68,1.77,1.19,-0.07,-1.48,-1.65,-0.11,88,89,77,52,24,13,53
Thiago Maia,Flamengo,MEIO-CAMPO,BRA1,1.12,1.51,0.65,-0.01,-2.12,-2.24,-1.28,78,86,68,54,11,5,8
Bruno Gomes,Coritiba,MEIO-CAMPO,BRA1,-0.25,0.76,-0.83,-1.07,-0.46,0.84,1.26,44,66,35,25,46,74,86
Otávio,Atlético Mineiro,MEIO-CAMPO,BRA1,1.35,1.56,0.4,-0.41,-2.28,-2.33,-1.31,83,87,62,40,5,4,5
Maycon,Corinthians,MEIO-CAMPO,BRA1,-0.4,-1.44,1.27,0.28,0.04,-0.67,-1.16,35,18,80,58,57,41,14
Erick,Athletico Paranaense,MEIO-CAMPO,BRA1,-0.27,-0.23,-0.64,-1.34,-0.07,2.45,-0.5,41,48,40,16,55,90,38
Zé Rafael,Palmeiras,MEIO-CAMPO,BRA1,0.92,1.79,-1.21,-0.97,-0.71,-0.3,0.28,74,90,23,26,41,55,65
E. Martínez,América Mineiro,MEIO-CAMPO,BRA1,0.42,0.65,1.39,1.8,2.24,0.22,0.77,62,61,85,91,87,69,78
Everton Morelli,Goiás,MEIO-CAMPO,BRA1,-0.58,1.14,-2.05,-1.22,-2.02,0.03,-0.24,32,78,9,20,16,62,52
Tchê Tchê,Botafogo,MEIO-CAMPO,BRA1,-1.14,-1.74,1.0,0.91,0.56,-0.66,-0.04,23,14,74,75,69,42,55
M. Villasanti,Grêmio,MEIO-CAMPO,BRA1,0.5,1.47,-0.09,-1.09,1.1,-0.12,-0.7,65,85,52,24,74,60,29
Lucas Evangelista,Red Bull Bragantino,MEIO-CAMPO,BRA1,-0.22,-0.2,-0.17,1.15,2.02,1.37,0.41,46,49,47,80,85,83,69
Thaciano,Bahia,MEIO-CAMPO,BRA1,-2.32,-1.84,-2.2,-1.83,1.21,3.62,-0.33,4,11,4,8,77,96,47
Marlon Freitas,Botafogo,MEIO-CAMPO,BRA1,-0.28,-1.52,1.36,1.11,-0.41,-1.1,-1.46,40,16,83,77,49,27,1
Juninho,América Mineiro,MEIO-CAMPO,BRA1,-2.84,-1.96,-2.11,-0.91,0.27,2.01,-0.55,1,8,6,29,61,89,35
Bruno Henrique,Internacional,MEIO-CAMPO,BRA1,1.29,-1.38,2.68,1.53,0.44,0.55,-0.83,82,19,97,87,65,72,25
Renato Augusto,Corinthians,MEIO-CAMPO,BRA1,-0.83,-1.68,1.34,1.22,3.43,1.2,1.0,28,15,82,82,97,80,82
Igor Gomes,Atlético Mineiro,MEIO-CAMPO,BRA1,-1.01,-0.91,0.92,-0.01,1.39,1.25,0.23,24,34,72,55,80,81,61
J. Palacios,Goiás,MEIO-CAMPO,BRA1,-1.37,-1.22,0.66,1.48,2.3,-0.08,2.66,17,24,70,86,89,61,100
PH Ganso,Fluminense,MEIO-CAMPO,BRA1,0.45,-3.14,2.28,2.08,2.86,1.09,-1.05,63,1,94,95,92,78,17
G. de Arrascaeta,Flamengo,MEIO-CAMPO,BRA1,-0.14,-0.79,2.55,2.1,5.09,5.38,1.36,51,38,96,96,100,99,90
Mateus Vital,Cruzeiro,MEIO-CAMPO,BRA1,-1.37,-2.2,-1.09,0.25,0.46,0.54,1.79,16,5,28,57,67,71,95
T. Pochettino,Fortaleza,MEIO-CAMPO,BRA1,-1.62,-0.47,-1.1,0.33,0.61,1.74,0.6,10,45,26,59,70,86,73
F. Cristaldo,Grêmio,MEIO-CAMPO,BRA1,-0.26,-0.77,0.66,1.74,2.86,5.07,-0.44,43,39,69,90,94,98,42
Luciano,São Paulo,MEIO-CAMPO,BRA1,-2.14,-1.74,-0.44,-0.31,-0.06,6.1,0.24,5,13,42,45,56,100,62
Lucas Lima,Santos,MEIO-CAMPO,BRA1,-0.45,-1.19,1.64,1.57,2.95,-0.36,-0.29,34,25,87,88,95,52,49
Raphael Veiga,Palmeiras,MEIO-CAMPO,BRA1,-1.74,-2.09,1.05,1.48,3.44,4.23,1.14,8,6,75,85,98,97,85
Alan Patrick,Internacional,MEIO-CAMPO,BRA1,-1.36,-2.72,1.19,0.42,3.18,1.8,1.28,18,3,78,63,96,87,87
Cauly,Bahia,MEIO-CAMPO,BRA1,-1.24,-2.49,-0.25,0.86,4.53,2.67,2.22,22,4,45,72,99,92,98
Eduardo,Botafogo,MEIO-CAMPO,BRA1,-2.52,-2.94,-0.91,-0.54,1.2,2.46,-0.56,2,2,33,38,76,91,33
Jhony Douglas,Sampaio Corrêa,MEIO-CAMPO,BRA2,1.93,3.02,1.78,0.1,-1.75,-1.95,-1.02,91,97,88,54,10,12,10
Miquéias,Criciúma,MEIO-CAMPO,BRA2,0.39,0.75,-0.62,-0.06,0.91,-2.18,-0.93,63,69,37,48,72,4,13
Zé Ricardo,Ceará,MEIO-CAMPO,BRA2,0.04,-0.19,0.38,-0.01,-0.42,-1.39,-0.13,55,45,67,50,54,29,55
Lucas Araújo,Guarani,MEIO-CAMPO,BRA2,-0.55,-0.73,-0.55,-0.75,-0.64,-1.82,-0.68,36,32,39,31,48,22,27
Thiaguinho,Água Santa,MEIO-CAMPO,BRA2,-0.62,0.79,0.01,-0.08,-0.14,-0.84,-0.87,34,72,54,47,60,37,16
Gegé,Vitória,MEIO-CAMPO,BRA2,2.87,-0.58,3.28,3.52,-0.99,0.87,-0.29,98,34,98,99,37,76,46
Renato Alves,Atlético GO,MEIO-CAMPO,BRA2,1.22,0.37,0.16,-0.48,-1.75,-0.22,-0.34,81,59,60,38,12,49,43
Maurício,Sampaio Corrêa,MEIO-CAMPO,BRA2,1.21,0.75,0.77,1.28,-1.67,-1.92,0.36,79,68,74,85,17,15,77
Léo Santos,Ceará,MEIO-CAMPO,BRA2,-0.1,0.77,-1.17,-1.95,-1.08,1.24,-0.64,52,70,22,7,34,82,28
Ramon,Ponte Preta,MEIO-CAMPO,BRA2,0.11,-1.06,0.66,0.8,-0.95,-1.94,-0.25,57,28,71,77,39,13,48
Yuri,Mirassol,MEIO-CAMPO,BRA2,3.37,1.47,1.99,0.9,-1.71,-2.14,-1.76,100,84,90,80,14,5,1
Gabriel Baralhas,Atlético GO,MEIO-CAMPO,BRA2,0.75,1.45,0.1,0.79,1.17,4.39,-0.2,73,83,56,74,77,99,51
Willian Maranhão,Ceará,MEIO-CAMPO,BRA2,-0.81,-0.4,-1.78,-1.84,-2.11,-0.88,-1.55,27,37,11,11,2,36,2
Moisés,Londrina,MEIO-CAMPO,BRA2,0.16,1.33,-1.98,-1.23,-1.3,-0.78,-0.69,60,79,10,20,28,39,26
Richardson,Ceará,MEIO-CAMPO,BRA2,1.34,0.73,-0.24,0.4,-0.55,-1.58,-1.0,85,66,46,62,50,23,11
Rafael Carvalheira,Ituano,MEIO-CAMPO,BRA2,-2.69,-1.57,-2.67,-1.65,-0.72,0.91,-0.82,3,18,2,14,45,77,18
Matheus Sales,Atlético GO,MEIO-CAMPO,BRA2,-0.25,-0.04,-1.52,-1.01,-1.77,-2.05,-1.12,46,50,15,24,7,10,9
Rodrigo Andrade,Vitória,MEIO-CAMPO,BRA2,2.26,1.78,-0.46,-0.15,-1.68,0.29,0.0,93,88,40,46,16,56,60
Felipe Amaral,Ponte Preta,MEIO-CAMPO,BRA2,-1.14,0.39,-0.99,-1.32,-1.29,-1.25,0.22,18,60,27,18,29,32,67
Wellington,Avaí,MEIO-CAMPO,BRA2,-0.66,-0.84,1.65,-0.5,0.01,-2.08,-0.85,33,30,87,37,61,9,17
Bruno Silva,Tombense,MEIO-CAMPO,BRA2,1.0,1.92,-1.09,-1.57,-2.14,-2.32,-0.81,77,89,23,15,1,2,19
José Aldo,Ituano,MEIO-CAMPO,BRA2,1.3,2.22,0.28,0.56,-1.2,-1.83,0.27,83,91,64,69,32,21,69
Matheus Bueno,Guarani,MEIO-CAMPO,BRA2,2.38,0.73,1.36,-0.16,-1.18,-1.5,0.03,95,65,84,45,33,27,61
Matheus Barbosa,Guarani,MEIO-CAMPO,BRA2,0.41,1.5,1.22,0.16,0.07,-0.02,-0.46,64,86,83,59,62,51,35
Rhaldney,Atlético GO,MEIO-CAMPO,BRA2,2.27,1.47,-0.03,0.94,-0.92,0.5,0.67,94,85,52,81,40,63,84
Felipinho,Ponte Preta,MEIO-CAMPO,BRA2,0.97,3.49,-1.66,-2.14,-1.47,-1.33,0.63,74,99,13,5,21,30,83
Falcão,CRB,MEIO-CAMPO,BRA2,2.63,3.0,-0.03,-0.71,-1.7,-1.55,-0.42,96,96,53,32,15,26,39
Tárik,Botafogo SP,MEIO-CAMPO,BRA2,-0.51,-0.92,0.1,-0.79,-1.45,-0.44,-0.45,39,29,57,30,23,43,37
Arilson,Criciúma,MEIO-CAMPO,BRA2,1.0,0.58,1.14,-0.21,-0.81,0.57,-0.23,76,63,80,44,43,64,50
João Paulo,Londrina,MEIO-CAMPO,BRA2,-0.13,-1.29,1.54,0.46,-0.44,1.53,-1.34,50,22,86,65,53,85,4
Rafael Longuine,CRB,MEIO-CAMPO,BRA2,-1.08,-2.32,2.59,2.4,5.95,1.02,-0.34,19,13,94,95,100,80,44
Felipe Ferreira,Sport Recife,MEIO-CAMPO,BRA2,1.57,-0.1,1.84,1.3,-0.98,-1.9,-0.54,87,48,89,86,38,16,33
Dudu Vieira,Santo André,MEIO-CAMPO,BRA2,-0.67,1.38,-1.34,-1.05,-1.75,-0.24,0.11,32,81,19,23,11,48,64
Jean Cléber,Avaí,MEIO-CAMPO,BRA2,-0.4,-0.24,-0.28,-0.35,0.81,-1.57,-0.58,44,41,44,43,70,24,30
Rodrigo,Londrina,MEIO-CAMPO,BRA2,-1.01,1.34,-2.09,-2.36,-1.9,-2.13,-0.31,21,80,9,1,5,7,45
Cristiano,Água Santa,MEIO-CAMPO,BRA2,0.44,0.74,0.54,0.07,0.91,-2.31,1.28,66,67,69,52,71,3,88
Wellington Reis,ABC,MEIO-CAMPO,BRA2,-0.83,-0.32,-0.88,-0.36,-0.7,-1.31,0.92,26,39,30,41,46,31,86
Wenderson,Guarani,MEIO-CAMPO,BRA2,-1.14,-0.21,-2.17,-1.0,-1.62,-1.93,-0.57,17,44,7,26,20,14,31
Neto Moura,Mirassol,MEIO-CAMPO,BRA2,0.71,1.4,1.18,0.97,-1.77,-2.41,-0.89,72,82,82,82,9,1,15
Marthã,Ituano,MEIO-CAMPO,BRA2,0.34,1.92,0.33,-1.22,-1.04,-0.26,-1.19,61,90,66,21,36,46,6
Nathan Melo,ABC,MEIO-CAMPO,BRA2,0.48,0.21,-0.83,-1.35,-2.08,-1.88,0.37,68,54,32,17,3,18,78
Bruno Matias,Tombense,MEIO-CAMPO,BRA2,-0.46,-1.27,-0.74,-1.37,-1.63,-1.9,-1.49,41,23,34,16,19,17,3
Wallace,Fluminense U23,MEIO-CAMPO,BRA2,0.55,-0.27,0.22,-0.04,1.89,-1.84,0.31,69,40,63,49,86,19,73
Mandaca,Juventude,MEIO-CAMPO,BRA2,0.66,2.33,-0.85,-0.83,0.61,0.79,1.69,71,93,31,29,69,72,91
Ferreira,Sampaio Corrêa,MEIO-CAMPO,BRA2,1.76,0.35,-1.0,-0.66,-2.0,-1.84,-0.13,90,57,26,33,4,20,56
Carlos Manuel,Botafogo SP,MEIO-CAMPO,BRA2,-1.2,0.28,-2.35,-2.28,-1.85,-0.82,-0.41,16,56,3,3,6,38,40
Sousa,Vila Nova,MEIO-CAMPO,BRA2,0.47,0.24,2.0,0.79,-1.32,-1.05,-0.93,67,55,91,76,27,34,14
Bruno Elesbão,Chapecoense,MEIO-CAMPO,BRA2,1.74,2.98,-1.55,-1.85,-0.73,-2.01,0.28,89,95,14,10,44,11,70
Eduardo,Avaí,MEIO-CAMPO,BRA2,1.34,1.55,-1.67,-0.55,-1.07,0.38,0.2,84,87,12,36,35,62,66
Robinho,Sampaio Corrêa,MEIO-CAMPO,BRA2,-1.21,-2.36,0.74,0.12,1.25,-0.12,-0.69,15,12,73,55,78,50,24
Juninho Valoura,CRB,MEIO-CAMPO,BRA2,2.74,0.44,0.56,1.44,1.04,-0.97,0.08,97,61,70,89,76,35,63
Dudu,Vitória,MEIO-CAMPO,BRA2,2.95,3.36,1.05,0.54,-0.52,-1.24,1.79,99,98,78,67,52,33,93
Jean Irmer,Juventude,MEIO-CAMPO,BRA2,-0.55,2.55,-1.39,-2.29,-1.72,0.59,-1.13,37,94,16,2,13,66,7
Rômulo,Criciúma,MEIO-CAMPO,BRA2,0.34,1.09,1.12,0.28,-0.17,0.32,-0.77,62,74,79,60,59,57,20
Fábio Matheus,Sport Recife,MEIO-CAMPO,BRA2,0.59,0.45,-0.64,-0.38,-0.92,0.26,-0.71,70,62,36,40,41,54,22
