,Atleta,Equipe Janela Análise,Posição,Liga,Dribles bem sucedidos /90,Dribles bem sucedidos /90_percentil,Drible,Drible_percentil
8682,C. Áñez,Oriente Petrolero,MEIO-CAMPO,BOL,0.66,81,0.66,81
8683,C. Melgar,Guabirá,MEIO-CAMPO,BOL,0.83,85,0.83,85
8684,I. Huayhuata,Universitario de Vinto,MEIO-CAMPO,BOL,-1.08,9,-1.08,10
8685,Didí Torrico,Aurora,MEIO-CAMPO,BOL,-0.63,34,-0.63,34
8686,D. Camacho,Universitario de Vinto,MEIO-CAMPO,BOL,-0.65,31,-0.65,31
8687,A. Moreno,Royal Pari,MEIO-CAMPO,BOL,-0.2,47,-0.2,48
8688,F. Saucedo,Bolívar,MEIO-CAMPO,BOL,-0.51,40,-0.51,40
8689,Bruno Sávio,Bolívar,MEIO-CAMPO,BOL,3.0,100,3.0,100
8690,M. Ovando,Santa Cruz,MEIO-CAMPO,BOL,-1.04,15,-1.04,15
8691,L. Ursino,The Strongest,MEIO-CAMPO,BOL,0.63,76,0.63,76
8692,J. Lovera,Guabirá,MEIO-CAMPO,BOL,0.36,69,0.36,69
8693,C. Ribera,San Antonio Bulo Bulo,MEIO-CAMPO,BOL,-0.39,43,-0.39,43
8694,C. Padilla,Royal Pari,MEIO-CAMPO,BOL,0.59,75,0.59,75
8695,A. Chumacero,Wilstermann,MEIO-CAMPO,BOL,-0.48,41,-0.48,41
8696,V. Melgar,Gualberto Villarroel SJ,MEIO-CAMPO,BOL,-0.83,25,-0.83,25
8697,A. Melean,Guabirá,MEIO-CAMPO,BOL,-1.08,12,-1.08,12
8698,R. Spenhay,Blooming,MEIO-CAMPO,BOL,-0.17,50,-0.17,50
8699,A. Terrazas,Always Ready,MEIO-CAMPO,BOL,0.77,84,0.77,84
8700,C. Sejas,Aurora,MEIO-CAMPO,BOL,-0.73,29,-0.73,29
8701,D. Hoyos,Nacional Potosí,MEIO-CAMPO,BOL,0.09,59,0.09,59
8702,L. Justiniano,Bolívar,MEIO-CAMPO,BOL,-0.96,19,-0.96,19
8703,R. Morales,Guabirá,MEIO-CAMPO,BOL,-0.09,53,-0.09,53
8704,M. Quiroga,Independiente Petrolero,MEIO-CAMPO,BOL,-0.53,38,-0.53,38
8705,S. Villamíl,Real Tomayapo,MEIO-CAMPO,BOL,0.19,60,0.19,60
8706,L. Vargas,Oriente Petrolero,MEIO-CAMPO,BOL,-0.78,28,-0.78,28
8707,R. Vaca,Bolívar,MEIO-CAMPO,BOL,0.26,63,0.26,63
8708,P. Azogue,Nacional Potosí,MEIO-CAMPO,BOL,-0.65,32,-0.65,32
8709,M. Ortega,The Strongest,MEIO-CAMPO,BOL,3.0,99,3.0,99
8710,J. Herrera,Always Ready,MEIO-CAMPO,BOL,-0.61,35,-0.61,35
8711,E. Rivera,San Antonio Bulo Bulo,MEIO-CAMPO,BOL,-1.15,6,-1.15,6
8712,S. Guerra,Nacional Potosí,MEIO-CAMPO,BOL,1.31,93,1.31,93
8713,J. Sánchez,Oriente Petrolero,MEIO-CAMPO,BOL,0.63,78,0.63,78
8714,J. Machado,Wilstermann,MEIO-CAMPO,BOL,-0.92,22,-0.92,22
8715,C. Machado,Wilstermann,MEIO-CAMPO,BOL,-1.11,7,-1.11,7
8716,A. Figuera,Blooming,MEIO-CAMPO,BOL,-0.95,21,-0.95,21
8717,Thiago Ribeiro,Royal Pari,MEIO-CAMPO,BOL,-0.06,54,-0.06,54
8718,O. Siles,Blooming,MEIO-CAMPO,BOL,0.27,65,0.27,65
8719,J. Calicho,Universitario de Vinto,MEIO-CAMPO,BOL,1.14,87,1.14,87
8720,R. Castro,Universitario de Vinto,MEIO-CAMPO,BOL,1.26,90,1.26,90
8721,Á. Quiroga,The Strongest,MEIO-CAMPO,BOL,-1.4,3,-1.4,3
8722,Pedro Augusto,Fortaleza,MEIO-CAMPO,BRA1,-0.28,49,-0.28,49
8723,Gabriel,Athletico Paranaense,MEIO-CAMPO,BRA1,-1.21,11,-1.21,11
8724,Allan,Flamengo,MEIO-CAMPO,BRA1,-0.47,41,-0.47,41
8725,Filipe Augusto,Cuiabá,MEIO-CAMPO,BRA1,0.07,57,0.07,57
8726,Alex Santana,Athletico Paranaense,MEIO-CAMPO,BRA1,-0.4,43,-0.4,43
8727,Ruan Oliveira,Corinthians,MEIO-CAMPO,BRA1,0.14,59,0.14,59
8728,Alexsander,Fluminense,MEIO-CAMPO,BRA1,2.26,98,2.26,98
8729,Gustavinho,Red Bull Bragantino,MEIO-CAMPO,BRA1,1.15,89,1.15,89
8730,Alê,América Mineiro,MEIO-CAMPO,BRA1,-0.68,30,-0.68,30
8731,Marlon Gomes,Shakhtar Donetsk,MEIO-CAMPO,BRA1,0.94,84,0.94,84
8732,Jair,Vasco da Gama,MEIO-CAMPO,BRA1,0.42,66,0.42,66
8733,Calebe,Fortaleza,MEIO-CAMPO,BRA1,3.5,100,3.5,100
8734,Victor Hugo,Flamengo,MEIO-CAMPO,BRA1,0.3,60,0.3,60
8735,Yago Felipe,Bahia,MEIO-CAMPO,BRA1,-0.81,23,-0.81,23
8736,Andrey,Coritiba,MEIO-CAMPO,BRA1,-0.24,52,-0.24,52
8737,Breno Cascardo,Shabab Al Ahli Dubai,MEIO-CAMPO,BRA1,1.11,88,1.11,88
8738,Lucas Kal,Atlético GO,MEIO-CAMPO,BRA1,-1.33,5,-1.33,5
8739,F. Vera,Corinthians,MEIO-CAMPO,BRA1,-0.53,35,-0.53,35
8740,Edenílson,Grêmio,MEIO-CAMPO,BRA1,-1.22,10,-1.22,10
8741,Danilo Barbosa,Botafogo,MEIO-CAMPO,BRA1,0.81,79,0.81,79
8742,Gabriel Moscardo,Corinthians,MEIO-CAMPO,BRA1,0.67,76,0.67,76
8743,Rômulo,Internacional,MEIO-CAMPO,BRA1,-1.23,8,-1.23,8
8744,Hugo Moura,Vasco da Gama,MEIO-CAMPO,BRA1,-0.59,33,-0.59,33
8745,T. Rincón,Santos,MEIO-CAMPO,BRA1,-0.39,46,-0.39,46
8746,C. Aránguiz,Internacional,MEIO-CAMPO,BRA1,-1.27,7,-1.27,7
8747,A. Franco,Atlético Mineiro,MEIO-CAMPO,BRA1,-1.37,2,-1.37,2
8748,Gabriel Menino,Palmeiras,MEIO-CAMPO,BRA1,0.39,63,0.39,63
8749,Johnny Cardoso,Real Betis,MEIO-CAMPO,BRA1,-0.1,56,-0.1,56
8750,Bruno Henrique,Internacional,MEIO-CAMPO,BRA1,-0.99,18,-0.99,18
8751,Pepê,Grêmio,MEIO-CAMPO,BRA1,0.92,82,0.92,82
8752,Renato Augusto,Fluminense,MEIO-CAMPO,BRA1,0.9,81,0.9,81
8753,F. Carballo,Grêmio,MEIO-CAMPO,BRA1,-0.37,47,-0.37,47
8754,Praxedes,Vasco da Gama,MEIO-CAMPO,BRA1,0.75,78,0.75,78
8755,B. Zapelli,Athletico Paranaense,MEIO-CAMPO,BRA1,1.1,87,1.1,87
8756,Matheus Bianqui,Coritiba,MEIO-CAMPO,BRA1,-0.57,34,-0.57,34
8757,Dodi,Grêmio,MEIO-CAMPO,BRA1,-0.67,31,-0.67,31
8758,Paulinho,Vasco da Gama,MEIO-CAMPO,BRA1,2.31,99,2.31,99
8759,Eric Ramires,Red Bull Bragantino,MEIO-CAMPO,BRA1,0.57,74,0.57,74
8760,S. Gómez,Coritiba,MEIO-CAMPO,BRA1,-0.78,24,-0.78,24
8761,Igor Gomes,Atlético Mineiro,MEIO-CAMPO,BRA1,0.52,69,0.52,69
8762,R. Fernández,Newell's Old Boys,MEIO-CAMPO,BRA1,-0.85,21,-0.85,21
8763,Ganso,Fluminense,MEIO-CAMPO,BRA1,-1.34,4,-1.34,4
8764,Mateus Vital,Cruzeiro,MEIO-CAMPO,BRA1,1.35,92,1.35,92
8765,Lucas Lima,Sport Recife,MEIO-CAMPO,BRA1,-0.12,55,-0.12,55
8766,R. Battaglia,Atlético Mineiro,MEIO-CAMPO,BRA1,-0.75,25,-0.75,25
8767,N. Acevedo,Bahia,MEIO-CAMPO,BRA1,-0.15,53,-0.15,53
8768,Bruno Gomes,Internacional,MEIO-CAMPO,BRA1,1.45,95,1.45,95
8769,Guilherme Marques,Changchun Yatai,MEIO-CAMPO,BRA1,-1.1,15,-1.1,15
8770,Zé Welison,Fortaleza,MEIO-CAMPO,BRA1,-0.52,36,-0.52,36
8771,Matheus Jussa,Shanghai Port,MEIO-CAMPO,BRA1,-0.88,20,-0.88,20
8772,Matheus Fernandes,Red Bull Bragantino,MEIO-CAMPO,BRA1,0.55,71,0.55,71
8773,Lucas Silva,Cruzeiro,MEIO-CAMPO,BRA1,0.61,75,0.61,75
8774,G. de Arrascaeta,Flamengo,MEIO-CAMPO,BRA1,1.08,86,1.08,86
8775,Denilson,Cuiabá,MEIO-CAMPO,BRA1,1.34,91,1.34,91
8776,F. Cristaldo,Grêmio,MEIO-CAMPO,BRA1,-0.73,27,-0.73,27
8777,Thiago Maia,Internacional,MEIO-CAMPO,BRA1,-1.21,12,-1.21,12
8778,T. Pochettino,Fortaleza,MEIO-CAMPO,BRA1,0.5,68,0.5,68
8779,Fernando Sobral,Cuiabá,MEIO-CAMPO,BRA1,0.13,58,0.13,58
8780,Alan Patrick,Internacional,MEIO-CAMPO,BRA1,0.95,85,0.95,85
8781,Filipe Machado,Cruzeiro,MEIO-CAMPO,BRA1,-1.09,16,-1.09,16
8782,Zé Gabriel,Vasco da Gama,MEIO-CAMPO,BRA1,-0.73,26,-0.73,26
8783,Jadsom Silva,Red Bull Bragantino,MEIO-CAMPO,BRA1,-0.48,38,-0.48,38
8784,R. Ríos,Palmeiras,MEIO-CAMPO,BRA1,0.68,77,0.68,77
8785,E. Pulgar,Flamengo,MEIO-CAMPO,BRA1,-1.37,3,-1.37,3
8786,Luciano,São Paulo,MEIO-CAMPO,BRA1,0.38,62,0.38,62
8787,Maycon,Corinthians,MEIO-CAMPO,BRA1,-1.19,13,-1.19,13
8788,Zé Rafael,Palmeiras,MEIO-CAMPO,BRA1,0.53,70,0.53,70
8789,Fernandinho,Athletico Paranaense,MEIO-CAMPO,BRA1,0.42,65,0.42,65
8790,Everton Morelli,Coritiba,MEIO-CAMPO,BRA1,-0.4,45,-0.4,45
8791,Carlos Eduardo,Botafogo,MEIO-CAMPO,BRA1,-0.47,40,-0.47,40
8792,E. Martínez,Fortaleza,MEIO-CAMPO,BRA1,0.89,80,0.89,80
8793,Willian Oliveira,Vitória,MEIO-CAMPO,BRA1,-1.12,14,-1.12,14
8794,Alisson,São Paulo,MEIO-CAMPO,BRA1,0.47,67,0.47,67
8795,Jean Lucas,Bahia,MEIO-CAMPO,BRA1,1.15,90,1.15,90
8796,Pablo Maia,São Paulo,MEIO-CAMPO,BRA1,-0.97,19,-0.97,19
8797,Lucas Evangelista,Red Bull Bragantino,MEIO-CAMPO,BRA1,0.41,64,0.41,64
8798,Lima,Fluminense,MEIO-CAMPO,BRA1,1.43,93,1.43,93
8799,Martinelli,Fluminense,MEIO-CAMPO,BRA1,-0.14,54,-0.14,54
8800,Juninho,América Mineiro,MEIO-CAMPO,BRA1,-0.52,37,-0.52,37
8801,Raphael Veiga,Palmeiras,MEIO-CAMPO,BRA1,0.56,73,0.56,73
8802,Cauly,Bahia,MEIO-CAMPO,BRA1,2.16,97,2.16,97
8803,Caio Alexandre,Bahia,MEIO-CAMPO,BRA1,-0.4,44,-0.4,44
8804,Rezende,Bahia,MEIO-CAMPO,BRA1,-0.71,29,-0.71,29
8805,Tchê Tchê,Botafogo,MEIO-CAMPO,BRA1,-0.28,48,-0.28,48
8806,Otávio,Atlético Mineiro,MEIO-CAMPO,BRA1,-1.23,8,-1.23,8
8807,Erick,Athletico Paranaense,MEIO-CAMPO,BRA1,-0.81,22,-0.81,22
8808,Gerson,Flamengo,MEIO-CAMPO,BRA1,2.02,96,2.02,96
8809,M. Villasanti,Grêmio,MEIO-CAMPO,BRA1,-0.59,32,-0.59,32
8810,Raniele,Corinthians,MEIO-CAMPO,BRA1,-0.25,51,-0.25,51
8811,Thaciano,Bahia,MEIO-CAMPO,BRA1,-0.42,42,-0.42,42
8812,Marlon Freitas,Botafogo,MEIO-CAMPO,BRA1,-1.54,1,-1.54,1
8813,Bruno Vinicius,Chapecoense,MEIO-CAMPO,BRA2,0.3,72,0.3,72
8814,Giovanni,Avaí,MEIO-CAMPO,BRA2,-0.32,43,-0.32,43
8815,Jean Cléber,CSA,MEIO-CAMPO,BRA2,-0.51,31,-0.51,31
8816,Carlos Manuel,Botafogo SP,MEIO-CAMPO,BRA2,-1.06,13,-1.06,13
8817,Lucas Araújo,Guarani,MEIO-CAMPO,BRA2,-0.72,22,-0.72,22
8818,Dudu Vieira,Ponte Preta,MEIO-CAMPO,BRA2,-0.09,55,-0.09,55
8819,Rodrigo,Vasco da Gama,MEIO-CAMPO,BRA2,-0.28,45,-0.28,45
8820,Zé Ricardo,Avaí,MEIO-CAMPO,BRA2,-0.19,47,-0.19,47
8821,Higor Leite,Sheikh Jamal,MEIO-CAMPO,BRA2,0.1,64,0.1,64
8822,Isaque,Mirassol,MEIO-CAMPO,BRA2,-0.06,58,-0.06,58
8823,Eduardo,Grêmio Novorizontino,MEIO-CAMPO,BRA2,0.1,63,0.1,63
8824,Marcinho,Sampaio Corrêa,MEIO-CAMPO,BRA2,-0.22,46,-0.22,46
8825,Ariel,EC São José,MEIO-CAMPO,BRA2,0.39,76,0.39,76
8826,Sousa,Náutico,MEIO-CAMPO,BRA2,-1.3,6,-1.3,6
8827,Maurício Maranhão,Sampaio Corrêa,MEIO-CAMPO,BRA2,0.66,82,0.66,82
8828,Wallace,Fluminense,MEIO-CAMPO,BRA2,0.5,80,0.5,80
8829,Nathan Melo,Goiás,MEIO-CAMPO,BRA2,0.4,77,0.4,77
8830,Guilherme Castilho,Ceará,MEIO-CAMPO,BRA2,0.25,69,0.25,69
8831,Bruno Matias,Vila Nova,MEIO-CAMPO,BRA2,-1.48,2,-1.48,2
8832,Giovanni Augusto,Chapecoense,MEIO-CAMPO,BRA2,0.89,87,0.89,87
8833,Yuri,Mirassol,MEIO-CAMPO,BRA2,-1.76,1,-1.76,1
8834,Ferreira,Sampaio Corrêa,MEIO-CAMPO,BRA2,-0.08,57,-0.08,57
8835,Chay,Guarani,MEIO-CAMPO,BRA2,1.86,93,1.86,93
8836,Moisés Gaúcho,Zakho,MEIO-CAMPO,BRA2,-0.48,33,-0.48,33
8837,Richardson,Ceará,MEIO-CAMPO,BRA2,-0.87,17,-0.87,17
8838,Eduardo Person,Ituano,MEIO-CAMPO,BRA2,0.43,78,0.43,78
8839,Juninho Valoura,CSA,MEIO-CAMPO,BRA2,0.05,60,0.05,60
8840,Wellington Nem,Várda SE,MEIO-CAMPO,BRA2,3.65,100,3.65,100
8841,Yann Rolim,Ituano,MEIO-CAMPO,BRA2,2.47,99,2.47,99
8842,Léo Santos,Guarani,MEIO-CAMPO,BRA2,-0.38,39,-0.38,39
8843,Felipe,Sport Recife,MEIO-CAMPO,BRA2,-0.61,29,-0.61,29
8844,Willian Maranhão,Avaí,MEIO-CAMPO,BRA2,-1.3,5,-1.3,5
8845,Baralhas,Atlético GO,MEIO-CAMPO,BRA2,-0.16,52,-0.16,52
8846,Rodrigo Andrade,Vitória,MEIO-CAMPO,BRA2,0.29,71,0.29,71
8847,Miquéias,Ituano,MEIO-CAMPO,BRA2,-0.87,18,-0.87,18
8848,Neto Moura,Mirassol,MEIO-CAMPO,BRA2,-1.1,11,-1.1,11
8849,Gegé,CRB,MEIO-CAMPO,BRA2,-0.34,42,-0.34,42
8850,Rômulo,CRB,MEIO-CAMPO,BRA2,-0.46,34,-0.46,34
8851,Bruno Silva,Joinville,MEIO-CAMPO,BRA2,-1.02,14,-1.02,14
8852,Ramon,Ponte Preta,MEIO-CAMPO,BRA2,0.13,66,0.13,66
8853,Felipe Amaral,América Mineiro,MEIO-CAMPO,BRA2,0.75,84,0.75,84
8854,Fabinho,Sport Recife,MEIO-CAMPO,BRA2,-0.42,37,-0.42,37
8855,Matheuzinho,Vitória,MEIO-CAMPO,BRA2,2.35,98,2.35,98
8856,Robinho,Santo André,MEIO-CAMPO,BRA2,-0.66,24,-0.66,24
8857,Léo Naldi,Vitória,MEIO-CAMPO,BRA2,0.12,65,0.12,65
8858,Cristiano,Vila Nova,MEIO-CAMPO,BRA2,0.8,86,0.8,86
8859,Bruninho,Ceará,MEIO-CAMPO,BRA2,1.82,92,1.82,92
8860,Wellington,Goiás,MEIO-CAMPO,BRA2,-0.8,19,-0.8,19
8861,Jean Irmer,Ceará,MEIO-CAMPO,BRA2,-1.18,10,-1.18,10
8862,Rhaldney,Atlético GO,MEIO-CAMPO,BRA2,0.74,83,0.74,83
8863,Matheus Sales,Ulsan Hyundai,MEIO-CAMPO,BRA2,-1.01,16,-1.01,16
8864,Dudu,Vitória,MEIO-CAMPO,BRA2,1.88,94,1.88,94
8865,Fábio Matheus,Sport Recife,MEIO-CAMPO,BRA2,-0.66,25,-0.66,25
8866,Nenê,Juventude,MEIO-CAMPO,BRA2,0.24,67,0.24,67
8867,João Pedro,CRB,MEIO-CAMPO,BRA2,0.38,75,0.38,75
8868,Élvis,Ponte Preta,MEIO-CAMPO,BRA2,-0.17,51,-0.17,51
8869,Ronaldo Henrique,Avaí,MEIO-CAMPO,BRA2,-1.32,4,-1.32,4
8870,Ramon,Sheriff,MEIO-CAMPO,BRA2,-0.64,28,-0.64,28
8871,Filipinho,Athletico Paranaense,MEIO-CAMPO,BRA2,0.64,81,0.64,81
8872,Neto Paraíba,Operário PR,MEIO-CAMPO,BRA2,2.05,95,2.05,95
8873,Tárik,Chapecoense,MEIO-CAMPO,BRA2,-0.18,49,-0.18,49
8874,Jean Carlos,Juventude,MEIO-CAMPO,BRA2,-0.34,41,-0.34,41
8875,Vini Paulista,Coritiba,MEIO-CAMPO,BRA2,-0.38,40,-0.38,40
8876,Gustavo Cazonatti,Sporting Cristal,MEIO-CAMPO,BRA2,-0.09,54,-0.09,54
8877,Rafael Carvalheira,Chapecoense,MEIO-CAMPO,BRA2,-1.07,12,-1.07,12
8878,Guilherme Madruga,Cuiabá,MEIO-CAMPO,BRA2,-0.43,36,-0.43,36
8879,Matheus Barbosa,Botafogo SP,MEIO-CAMPO,BRA2,-0.44,35,-0.44,35
8880,Giovanni Pavani,Remo,MEIO-CAMPO,BRA2,2.26,96,2.26,96
8881,José Aldo,Ituano,MEIO-CAMPO,BRA2,0.35,73,0.35,73
8882,Arilson,Coritiba,MEIO-CAMPO,BRA2,-0.19,48,-0.19,48
8883,Ralf,Vila Nova,MEIO-CAMPO,BRA2,-0.71,23,-0.71,23
8884,João Paulo,Inter de Limeira,MEIO-CAMPO,BRA2,-1.29,7,-1.29,7
8885,Rafael Gava,Goiás,MEIO-CAMPO,BRA2,-1.23,8,-1.23,8
8886,Shaylon,Atlético GO,MEIO-CAMPO,BRA2,0.07,61,0.07,61
8887,João Paulo,Avaí,MEIO-CAMPO,BRA2,1.51,90,1.51,90
8888,Lourenço,Ceará,MEIO-CAMPO,BRA2,0.26,70,0.26,70
8889,Matheus Bueno,Guarani,MEIO-CAMPO,BRA2,0.02,59,0.02,59
8890,Marlon,Grêmio Novorizontino,MEIO-CAMPO,BRA2,-0.52,30,-0.52,30
8891,Geovane,Grêmio Novorizontino,MEIO-CAMPO,BRA2,-0.78,20,-0.78,20
8892,Fellipe Mateus,Criciúma,MEIO-CAMPO,BRA2,1.05,88,1.05,88
8893,Falcão,CRB,MEIO-CAMPO,BRA2,-0.65,27,-0.65,27
8894,Matheus Frizzo,Coritiba,MEIO-CAMPO,BRA2,1.16,89,1.16,89
8895,Danielzinho,Mirassol,MEIO-CAMPO,BRA2,-0.11,53,-0.11,53
8896,Claudinei,Itabirito,MEIO-CAMPO,BRA3,-0.01,62,-0.01,62
8897,Guilherme Xavier,Amazonas,MEIO-CAMPO,BRA3,-0.76,25,-0.76,25
8898,Tibiri,Botafogo PB,MEIO-CAMPO,BRA3,-0.32,50,-0.32,50
8899,Gabriel Lima,EC São José,MEIO-CAMPO,BRA3,4.29,100,4.29,100
8900,Gledson,Figueirense,MEIO-CAMPO,BRA3,1.53,95,1.53,95
8901,Igor Pereira,Náutico,MEIO-CAMPO,BRA3,0.49,78,0.49,78
8902,Geovane,Vila Nova,MEIO-CAMPO,BRA3,-0.5,32,-0.5,32
8903,Jacy,Operário PR,MEIO-CAMPO,BRA3,-0.93,10,-0.93,10
8904,Caio Vitor,Ypiranga Erechim,MEIO-CAMPO,BRA3,0.83,85,0.83,85
8905,Paulinho,Hercílio Luz,MEIO-CAMPO,BRA3,0.26,72,0.26,72
8906,Lucas Alisson,Floresta EC,MEIO-CAMPO,BRA3,1.09,90,1.09,90
8907,Roldan,Barra,MEIO-CAMPO,BRA3,-0.43,38,-0.43,38
8908,Felipe Baiano,São Luiz,MEIO-CAMPO,BRA3,0.04,65,0.04,65
8909,Guilherme Nunes,Aparecidense,MEIO-CAMPO,BRA3,-0.83,20,-0.83,20
8910,Júlio César,Santo André,MEIO-CAMPO,BRA3,0.75,82,0.75,82
8911,Netinho,Paysandu,MEIO-CAMPO,BRA3,1.23,92,1.23,92
8912,Robson Alemão,São Bento,MEIO-CAMPO,BRA3,-0.21,57,-0.21,57
8913,Ferreira,América RN,MEIO-CAMPO,BRA3,-0.85,15,-0.85,15
8914,Tomás Bastos,Caxias,MEIO-CAMPO,BRA3,-0.89,12,-0.89,12
8915,Souza,América RN,MEIO-CAMPO,BRA3,0.13,68,0.13,68
8916,Jean Mangabeira,Náutico,MEIO-CAMPO,BRA3,-0.34,48,-0.34,48
8917,Lorran,Náutico,MEIO-CAMPO,BRA3,0.21,70,0.21,70
8918,Jhemerson,Brusque,MEIO-CAMPO,BRA3,0.37,75,0.37,75
8919,Moisés Ribeiro,Tombense,MEIO-CAMPO,BRA3,-0.38,40,-0.38,40
8920,Rodriguinho,América RN,MEIO-CAMPO,BRA3,-0.37,42,-0.37,42
8921,Robinho,Paysandu,MEIO-CAMPO,BRA3,-0.28,55,-0.28,55
8922,Robinho,Volta Redonda,MEIO-CAMPO,BRA3,1.61,98,1.61,98
8923,Vinicius Diniz,Operário PR,MEIO-CAMPO,BRA3,0.68,80,0.68,80
8924,João Vieira,Paysandu,MEIO-CAMPO,BRA3,-0.61,30,-0.61,30
8925,Karl,Volta Redonda,MEIO-CAMPO,BRA3,-1.08,5,-1.08,5
8926,Rafael Carrilho,EC São José,MEIO-CAMPO,BRA3,-0.64,28,-0.64,28
8927,Madison,Brusque,MEIO-CAMPO,BRA3,-0.83,18,-0.83,18
8928,Wesley Dias,São Bernardo FC,MEIO-CAMPO,BRA3,1.0,88,1.0,88
8929,Índio,Operário PR,MEIO-CAMPO,BRA3,-0.78,22,-0.78,22
8930,Nonato,EC São José,MEIO-CAMPO,BRA3,-1.12,2,-1.12,2
8931,Phillipe Guimarães,Amazonas,MEIO-CAMPO,BRA3,-1.06,8,-1.06,8
8932,Rodrigo Souza,São Bernardo FC,MEIO-CAMPO,BRA3,-0.37,45,-0.37,45
8933,Romisson,São Bernardo FC,MEIO-CAMPO,BRA3,-0.32,52,-0.32,52
8934,Bruno Barra,Volta Redonda,MEIO-CAMPO,BRA3,-0.46,35,-0.46,35
8935,Rodolfo Potiguar,Brusque,MEIO-CAMPO,BRA3,-0.13,60,-0.13,60
8936,N. Pišćević,CSKA 1948 Sofia,MEIO-CAMPO,BUL,-0.08,53,-0.08,53
8937,A. Chandarov,Levski Sofia,MEIO-CAMPO,BUL,0.0,59,0.0,59
8938,T. Nedelev,Ludogorets,MEIO-CAMPO,BUL,-0.55,40,-0.55,40
8939,S. Gavrilov,Beroe,MEIO-CAMPO,BUL,0.33,69,0.33,69
8940,B. Tsonev,Arda,MEIO-CAMPO,BUL,0.96,90,0.96,90
8941,Gorka Larrucea,Etar,MEIO-CAMPO,BUL,-0.99,10,-0.99,10
8942,S. Shopov,CSKA Sofia,MEIO-CAMPO,BUL,-0.27,50,-0.27,50
8943,J. N'Zi,Hebar 1918,MEIO-CAMPO,BUL,2.97,97,2.97,97
8944,Darlan,Wuhan Three Towns,MEIO-CAMPO,BUL,-0.65,31,-0.65,31
8945,J. Carcela-González,Etar,MEIO-CAMPO,BUL,0.19,65,0.19,65
8946,S. Pachamé,Beroe,MEIO-CAMPO,BUL,-0.7,28,-0.7,28
8947,S. Tisovski,Hebar 1918,MEIO-CAMPO,BUL,0.38,75,0.38,75
8948,C. Boukholda,Etar,MEIO-CAMPO,BUL,-0.05,57,-0.05,57
8949,Carlos Algarra,Beroe,MEIO-CAMPO,BUL,-0.73,26,-0.73,26
8950,A. Ivanov,Lokomotiv Sofia 1929,MEIO-CAMPO,BUL,-0.38,47,-0.38,47
8951,A. Souda,OFK Pirin,MEIO-CAMPO,BUL,3.24,99,3.24,99
8952,Thiago Ceijas,Łódzki KS,MEIO-CAMPO,BUL,-1.15,1,-1.15,1
8953,H. Fadiga,Levski Sofia,MEIO-CAMPO,BUL,0.76,84,0.76,84
8954,I. Yurukov,Arda,MEIO-CAMPO,BUL,-0.55,38,-0.55,38
8955,Diogo Teixeira,Lokomotiv Sofia 1929,MEIO-CAMPO,BUL,-0.65,29,-0.65,29
8956,G. Karakashev,Hebar 1918,MEIO-CAMPO,BUL,-0.83,25,-0.83,25
8957,V. Nikolov,Lokomotiv Sofia 1929,MEIO-CAMPO,BUL,-0.44,44,-0.44,44
8958,P. Umarbaev,CSKA 1948 Sofia,MEIO-CAMPO,BUL,-0.45,43,-0.45,43
8959,R. Daskalov,CSKA 1948 Sofia,MEIO-CAMPO,BUL,-0.86,21,-0.86,21
8960,A. Kraev,Levski Sofia,MEIO-CAMPO,BUL,0.37,72,0.37,72
8961,M. Smolenski,Botev Vratsa,MEIO-CAMPO,BUL,0.53,79,0.53,79
8962,R. Tsonev,Tobol,MEIO-CAMPO,BUL,-0.65,32,-0.65,32
8963,E. Laszo,Beroe,MEIO-CAMPO,BUL,0.23,66,0.23,66
8964,Y. Angelov,Maritsa Plovdiv,MEIO-CAMPO,BUL,-0.89,18,-0.89,18
8965,K. Stoyanov,Slavia Sofia,MEIO-CAMPO,BUL,0.64,82,0.64,82
8966,D. Dimov,Cherno More,MEIO-CAMPO,BUL,-1.09,3,-1.09,3
8967,Thalis,CSKA 1948 Sofia,MEIO-CAMPO,BUL,0.27,68,0.27,68
8968,Renan Areias,Krumovgrad,MEIO-CAMPO,BUL,-0.63,35,-0.63,35
8969,D. Tonev,Krumovgrad,MEIO-CAMPO,BUL,0.95,88,0.95,88
8970,A. Mitkov,Levski Sofia,MEIO-CAMPO,BUL,-0.06,54,-0.06,54
8971,E. Dost,Slavia Sofia,MEIO-CAMPO,BUL,0.88,85,0.88,85
8972,Pedro Naressi,Ludogorets,MEIO-CAMPO,BUL,-0.17,51,-0.17,51
8973,E. Tsenov,CSKA 1948 Sofia,MEIO-CAMPO,BUL,0.07,62,0.07,62
8974,A. Toungara,Suwon Bluewings,MEIO-CAMPO,BUL,0.9,87,0.9,87
8975,Diogo Barbosa,Botev Vratsa,MEIO-CAMPO,BUL,-0.41,46,-0.41,46
8976,E. Martinov,Slavia Sofia,MEIO-CAMPO,BUL,-1.01,9,-1.01,9
8977,V. Bengyuzov,OFK Pirin,MEIO-CAMPO,BUL,0.38,74,0.38,74
8978,S. Mechev,Lokomotiv Sofia 1929,MEIO-CAMPO,BUL,0.43,78,0.43,78
8979,Claude Gonçalves,Ludogorets,MEIO-CAMPO,BUL,-0.59,37,-0.59,37
8980,Y. Karabelyov,Botev Plovdiv,MEIO-CAMPO,BUL,-0.9,16,-0.9,16
8981,M. Moran,Etar,MEIO-CAMPO,BUL,-0.32,49,-0.32,49
