Atleta,Equipe Janela Análise,Posição,Liga,Participação,Recomposição,Retenção Posse,Arranque,Bola aérea,Último passe,Finalização,Drible,Oportunismo,Participação_percentil,Recomposição_percentil,Retenção_posse_percentil,Arranque_percentil,Bola_aérea_percentil,ùltimo_passe_percentil,Finalização_percentil,Drible_percentil,Oportunismo_percentil
F. Ben Arbi,Al Sharjah,ATACANTE,UAE,1.34,0.46,-0.14,0.26,-3.5,3.27,-0.52,0.01,0.34,85,60,45,55,5,100,40,60,70
Paco Alcácer,Emirates,ATACANTE,UAE,-1.33,0.39,-1.32,-1.55,-0.88,2.42,-0.33,-1.62,-1.27,15,55,15,25,30,90,55,5,20
Tiago,Khorfakkan,ATACANTE,UAE,-0.88,-0.41,-0.49,-0.61,-0.1,-1.37,0.28,-0.89,-0.02,30,35,40,35,60,30,65,20,50
A. Taarabt,Al Nasr,ATACANTE,UAE,0.81,-0.29,0.34,0.57,-1.92,1.4,-0.69,1.23,-2.06,75,40,70,70,10,80,30,85,10
A. Abang,Al Bataeh,ATACANTE,UAE,-0.39,1.28,0.26,0.67,0.6,-0.83,-0.94,0.8,-0.62,45,85,60,75,85,40,20,80,30
W. Azarou,Ajman,ATACANTE,UAE,-0.02,0.9,0.61,1.92,0.55,-0.1,0.99,-0.81,1.85,65,75,80,90,80,60,75,25,85
K. Laba,Al Ain,ATACANTE,UAE,-1.84,-1.6,-1.14,-1.02,0.4,1.0,1.57,-0.51,1.92,10,25,20,30,70,70,85,45,95
Ali Mabkhout,Al Jazira,ATACANTE,UAE,-0.18,-2.69,0.27,-0.3,-0.36,3.2,2.55,-0.28,3.97,60,10,65,50,45,95,100,55,100
I. Krasnopir,Obolon,ATACANTE,UKR,0.26,-0.1,-0.3,1.64,-1.18,0.43,0.93,0.7,-0.31,69,62,50,88,27,73,77,69,42
O. Sydorov,Metalist 1925 Kharkiv,ATACANTE,UKR,0.11,-1.14,0.16,-1.77,0.36,-0.58,0.83,0.65,1.32,65,35,62,15,65,46,73,62,81
O. Filippov,Dnipro-1,ATACANTE,UKR,-1.44,-0.88,-0.37,0.73,-0.8,2.18,2.59,-1.17,2.58,12,42,46,73,38,88,96,23,92
S. Iyede,Chornomorets,ATACANTE,UKR,-0.98,0.43,-1.43,0.31,-1.7,-0.44,-0.79,0.92,-0.05,31,69,12,69,4,54,35,85,50
K. Bychek,Metalist 1925 Kharkiv,ATACANTE,UKR,-0.08,2.18,-0.28,1.92,-0.67,-1.88,1.75,0.54,2.98,62,81,54,96,42,15,92,58,100
A. Chyruk,Metalist 1925 Kharkiv,ATACANTE,UKR,-0.45,2.4,-0.55,-0.39,-0.37,-1.07,0.02,-1.41,-2.36,46,85,35,35,46,35,58,15,8
Iago Siqueira,Veres,ATACANTE,UKR,1.97,3.1,0.67,-1.36,0.15,-1.08,-0.78,0.34,0.55,92,96,73,19,58,31,38,54,73
P. Budkivskyi,Polissya,ATACANTE,UKR,1.72,2.82,2.34,-1.86,4.74,-2.25,-0.45,-1.86,-0.55,88,92,92,8,100,4,42,4,38
R. Debelko,Kryvbas KR,ATACANTE,UKR,-1.17,-0.15,-1.36,-0.76,-1.59,1.27,-1.7,-0.03,-1.95,23,58,15,27,8,77,12,42,12
A. Avagimyan,Chornomorets,ATACANTE,UKR,4.41,3.2,2.95,1.61,-1.38,0.02,-2.54,1.02,-2.52,100,100,100,85,19,62,4,92,4
V. Bugay,Zorya,ATACANTE,UKR,1.08,-0.34,0.24,-0.22,2.63,-1.97,-1.11,0.92,-1.24,85,50,65,46,96,12,27,88,27
M. Shestakov,Veres,ATACANTE,UKR,-0.86,1.48,-1.6,-0.62,1.82,-2.01,1.46,-0.89,1.41,38,77,8,31,92,8,85,31,85
M. Marusych,Veres,ATACANTE,UKR,0.51,-0.51,0.72,2.45,0.3,1.56,-1.68,-1.43,-1.25,73,46,81,100,62,81,15,12,23
A. Kulakov,Oleksandria,ATACANTE,UKR,-1.44,-3.03,-0.57,-1.85,-0.1,-1.69,-1.96,-0.9,-1.95,15,4,31,12,50,19,8,27,15
A. Dovbyk,Girona,ATACANTE,UKR,-0.58,-2.27,0.67,-0.29,0.87,3.78,2.76,1.05,2.95,42,12,77,38,88,100,100,96,96
D. Bezborodko,Kolos Kovalivka,ATACANTE,UKR,-1.06,-1.4,-0.53,0.15,0.75,0.07,-1.29,-1.27,-1.86,27,23,38,54,85,65,19,19,19
K. Kovalets,Oleksandria,ATACANTE,UKR,2.99,2.76,2.91,-2.74,0.46,-1.07,-0.23,-0.07,0.04,96,88,96,4,73,38,46,38,54
E. Guerrero,Zorya,ATACANTE,UKR,-0.16,-2.58,0.13,0.81,-1.29,3.77,1.3,0.74,0.43,58,8,58,81,23,96,81,73,69
M. Gayduchyk,Veres,ATACANTE,UKR,0.87,-0.19,0.92,0.27,0.59,-0.66,-1.13,-1.79,-1.03,81,54,88,65,77,42,23,8,31
O. Kozhushko,Kryvbas KR,ATACANTE,UKR,-0.24,0.27,-0.51,0.06,-1.5,2.41,0.56,0.77,0.12,54,65,42,50,12,92,65,77,58
D. Sikan,Shakhtar Donetsk,ATACANTE,UKR,-0.37,-0.94,0.34,0.15,0.37,0.38,0.46,0.06,0.18,50,38,69,58,69,69,62,46,62
O. Vyshnevskyi,Minaj,ATACANTE,UKR,-0.95,-1.29,-1.0,0.19,-0.85,-1.38,-0.95,0.65,-0.67,35,27,23,62,35,23,31,65,35
V. Vanat,Dynamo Kyiv,ATACANTE,UKR,-1.49,-1.41,-1.35,-0.25,-1.42,2.11,1.56,0.84,1.91,8,19,19,42,15,85,88,81,88
M. Pryadun,LNZ Cherkasy,ATACANTE,UKR,-2.16,-1.27,-2.06,0.76,-0.99,-0.53,-0.13,0.14,-0.23,4,31,4,77,31,50,50,50,46
Y. Klymchuk,Rukh Lviv,ATACANTE,UKR,-1.22,-2.11,-0.93,1.92,0.08,-1.11,0.58,1.77,1.27,19,15,27,92,54,27,69,100,77
R. Stepanyuk,Vorskla,ATACANTE,UKR,0.7,0.99,0.79,-0.87,0.71,-0.24,-0.06,-0.3,0.21,77,73,85,23,81,58,54,35,65
M. Acuña,Lamia,ATACANTE,URU,-1.85,0.29,-1.78,-2.39,-0.06,-2.57,0.43,-0.79,1.92,9,69,9,7,56,4,60,27,89
R. Rey,Cerrito,ATACANTE,URU,-1.03,-2.76,-0.08,2.21,-1.2,-2.07,-1.11,-0.34,-0.91,29,2,49,91,24,13,27,47,33
S. Ribas,Torque,ATACANTE,URU,-1.64,-2.34,0.03,-0.55,2.66,-0.55,0.8,-1.13,1.11,16,7,60,40,96,33,69,4,78
D. González,La Luz,ATACANTE,URU,-0.94,0.98,-1.15,-1.47,-1.1,0.15,0.02,-0.91,0.12,31,76,20,13,29,58,44,22,56
J. Gutiérrez,Boston River,ATACANTE,URU,0.85,1.21,0.26,2.72,-0.43,1.11,0.05,2.02,-0.06,82,80,73,98,44,84,51,98,49
M. Juambeltz,Fénix,ATACANTE,URU,-0.37,-0.86,-0.24,-1.61,-0.36,-0.18,-0.39,0.33,-1.04,40,36,38,9,51,47,33,73,27
R. Costa,Wanderers,ATACANTE,URU,1.5,0.21,1.58,-0.34,4.44,-0.68,-0.33,0.19,-0.61,89,62,89,47,98,29,36,69,38
Alex Bruno,Plaza Colonia,ATACANTE,URU,1.22,3.84,0.51,-0.79,0.36,-0.04,-1.68,-0.44,-1.4,87,98,78,31,69,49,16,42,20
B. Scorza,La Luz,ATACANTE,URU,0.4,1.04,-0.77,1.77,1.61,-0.3,-2.18,-0.66,-2.94,67,78,24,87,91,42,9,36,2
F. Barone,River Plate,ATACANTE,URU,-1.78,-1.4,-1.83,0.11,-1.58,-1.44,0.49,-1.06,1.32,11,22,7,56,16,22,62,9,84
E. Rodríguez,Boston River,ATACANTE,URU,0.5,0.74,0.6,0.95,0.01,-2.26,-2.36,0.2,-1.69,71,73,80,78,58,11,7,71,13
N. Schiappacasse,Belgrano,ATACANTE,URU,-0.91,-1.04,-2.39,-1.4,-1.91,-1.81,2.25,1.39,4.38,36,31,2,18,7,16,96,91,100
D. Hernández,Botafogo,ATACANTE,URU,2.35,1.98,2.06,1.02,-1.34,2.96,1.48,1.06,0.44,93,89,96,80,22,93,91,82,67
Á. Navarro,Defensor Sporting,ATACANTE,URU,-1.31,0.27,0.23,-1.25,0.95,0.72,2.18,-1.19,2.63,20,67,69,22,76,78,93,2,93
L. Franco,Cerro,ATACANTE,URU,-2.18,-0.59,-1.83,-1.31,0.15,-2.79,0.65,-0.95,-0.92,4,47,4,20,64,2,67,16,31
O. Rivero,Racing,ATACANTE,URU,-0.94,-1.13,0.18,-0.07,1.55,1.31,1.0,-0.3,1.32,33,27,64,51,89,89,71,49,82
M. Cabrera,River Plate,ATACANTE,URU,0.01,-0.6,1.68,1.86,1.95,-0.59,-1.11,-0.04,-0.94,51,42,93,89,93,31,29,60,29
A. Hernández,Peñarol,ATACANTE,URU,-1.27,-1.65,-0.16,-2.73,1.25,-1.7,2.51,-0.91,2.91,24,18,40,2,80,18,98,20,96
L. Machado,La Luz,ATACANTE,URU,-0.11,-2.17,-0.05,-2.59,0.68,0.41,-1.23,-1.07,-0.39,47,9,51,4,71,69,24,7,42
J. Dos Santos,River Plate,ATACANTE,URU,0.8,-1.14,1.14,0.87,0.98,-0.93,0.03,-0.76,0.21,80,24,82,76,78,27,49,29,62
P. López,River Plate,ATACANTE,URU,0.6,2.27,-1.51,-0.95,-3.14,-0.23,-2.83,0.07,-2.55,73,91,13,27,2,44,2,64,7
C. Spinelli,Deportivo Maldonado,ATACANTE,URU,0.38,0.73,0.14,-0.66,0.85,-2.34,-0.12,-0.18,-0.38,64,71,62,33,73,9,40,51,44
A. Gorocito,Puerto Montt,ATACANTE,URU,0.26,-2.09,0.35,-1.42,-0.37,-2.36,1.22,-0.35,1.85,62,11,76,16,49,7,80,44,87
N. Royón,Marathón,ATACANTE,URU,-2.42,-2.65,-1.21,-0.64,-0.63,3.59,1.36,-0.94,2.07,2,4,18,36,36,96,87,18,91
D. Nandín,Cerro,ATACANTE,URU,0.77,3.15,-0.96,-1.06,-0.53,-1.38,1.27,-0.07,-1.16,78,96,22,24,42,24,84,53,24
G. May,Newell's Old Boys,ATACANTE,URU,1.07,0.05,1.41,3.14,0.24,0.2,1.1,0.68,0.11,84,58,84,100,67,62,76,78,53
D. Vera,Danubio,ATACANTE,URU,-1.11,-1.07,-0.15,-0.63,1.39,0.15,-1.52,-1.03,-2.33,27,29,42,38,82,60,20,13,9
M. Fonseca,Wanderers,ATACANTE,URU,-0.67,-0.61,-0.14,0.04,0.14,-1.49,0.03,-0.85,0.17,38,40,44,53,62,20,47,24,58
F. Fagúndez,Nacional,ATACANTE,URU,3.96,5.07,2.84,1.28,-1.09,4.15,-1.97,1.36,-2.76,100,100,98,82,31,100,11,89,4
M. Cantera,Atlético Nacional,ATACANTE,URU,3.76,-0.16,3.41,0.22,-0.94,4.13,-0.1,0.55,-0.63,98,49,100,60,33,98,42,76,36
G. Alles,Fénix,ATACANTE,URU,0.06,-1.78,1.48,0.42,5.36,-0.04,-1.88,-1.05,-1.68,53,16,87,67,100,51,13,11,16
S. da Silva,Fénix,ATACANTE,URU,0.76,1.73,0.0,0.5,-0.59,0.02,-2.59,1.29,-2.23,76,84,53,69,38,56,4,87,11
E. Villar,Cerro Largo,ATACANTE,URU,-0.11,0.03,-0.59,0.57,-1.63,0.6,-1.06,0.75,-1.29,49,53,31,73,11,73,31,80,22
M. Ferreira,Fénix,ATACANTE,URU,1.7,1.45,0.0,0.4,-2.03,0.33,-1.31,1.58,-0.57,91,82,56,64,4,64,22,96,40
N. Siri,Torque,ATACANTE,URU,-1.67,-0.89,-1.44,0.12,-1.59,-0.02,1.12,-0.05,1.31,13,33,16,58,13,53,78,58,80
E. Gómez,Boston River,ATACANTE,URU,0.09,-0.6,0.24,1.32,-1.14,1.27,0.07,1.52,-0.03,56,44,71,84,27,87,53,93,51
A. Balboa,Deportivo Pereira,ATACANTE,URU,-1.35,-1.5,-0.69,-0.42,1.52,0.38,0.5,0.06,0.48,18,20,29,42,87,67,64,62,69
R. Bentancourt,Liverpool,ATACANTE,URU,-1.29,-0.14,-0.69,0.52,-0.59,0.62,1.42,-0.64,0.94,22,51,27,71,40,76,89,38,76
H. Silveira,Cerro Largo,ATACANTE,URU,0.11,0.19,-0.08,-0.33,1.42,-0.36,0.19,-0.74,0.17,58,60,47,49,84,40,56,33,60
S. Guerrero,Torque,ATACANTE,URU,0.14,2.27,-0.37,-0.36,-1.87,1.02,-0.17,0.08,-0.3,60,93,33,44,9,80,38,67,47
S. Fernández,Danubio,ATACANTE,URU,0.43,0.26,0.21,-0.86,-0.3,1.1,1.09,-0.74,0.35,69,64,67,29,53,82,73,31,64
I. Ramírez,Nacional,ATACANTE,URU,-2.09,-1.92,-1.52,-1.58,-0.42,-0.44,2.7,-0.5,3.08,7,13,11,11,47,38,100,40,98
M. Arezo,Peñarol,ATACANTE,URU,-0.27,0.03,0.0,0.35,0.11,0.52,0.27,-0.05,0.74,42,56,58,62,60,71,58,56,73
O. Ebere,Plaza Colonia,ATACANTE,URU,-0.12,-0.65,-0.37,2.52,-1.38,-0.49,1.25,1.26,0.64,44,38,36,96,20,36,82,84,71
T. Palacios,Torque,ATACANTE,URU,3.72,1.93,1.63,2.5,-1.4,2.31,-1.55,3.35,-1.44,96,87,91,93,18,91,18,100,18
E. Kara,Samsunspor,ATACANTE,USA,-1.03,-0.82,-0.48,0.2,1.33,-0.87,1.07,-1.18,0.59,21,35,35,54,78,35,78,8,65
A. Boupendza,Cincinnati,ATACANTE,USA,0.3,0.87,0.89,2.56,0.45,3.19,1.26,0.6,2.94,71,75,81,97,67,96,81,78,97
Q. Sullivan,Philadelphia Union,ATACANTE,USA,1.79,3.05,0.23,2.16,-2.11,-0.22,-1.52,0.74,-2.65,90,94,62,96,8,57,15,79,4
Rafael Navarro,Colorado Rapids,ATACANTE,USA,0.17,1.98,-0.6,-0.78,-0.6,-0.23,-1.3,0.13,-1.0,61,88,31,29,44,56,18,61,28
S. Córdova,Alanyaspor,ATACANTE,USA,0.22,0.94,-0.15,0.71,-0.6,-0.97,-0.84,0.99,-0.68,65,79,49,72,43,31,28,85,35
D. Yapi,Colorado Rapids,ATACANTE,USA,0.18,0.08,-1.05,-0.57,-1.34,-1.89,-1.83,1.68,-1.13,62,61,15,33,25,14,12,92,24
Sang-Bin Jeong,Minnesota United,ATACANTE,USA,-0.95,-1.68,-0.66,0.48,-1.44,-0.25,-1.85,1.34,-1.2,22,18,29,65,21,54,11,89,19
Sergio Santos,Cincinnati,ATACANTE,USA,0.83,0.93,0.19,-0.03,0.62,0.94,0.84,-0.11,1.24,81,78,60,49,71,74,69,56,86
M. Barrios,Los Angeles Galaxy,ATACANTE,USA,0.08,1.82,0.33,3.83,-0.14,2.25,-1.12,2.55,-2.54,57,86,67,100,53,89,24,100,6
T. Pukki,Minnesota United,ATACANTE,USA,-2.41,-1.82,-1.93,-1.09,-1.49,0.9,2.03,0.48,1.54,1,12,6,22,18,71,97,72,90
C. Burke,New York RB,ATACANTE,USA,2.07,3.71,-0.42,-0.32,3.07,-1.16,-1.86,0.95,-1.19,97,96,40,42,96,26,10,83,21
S. Adeniran,St. Louis City ,ATACANTE,USA,-0.68,0.9,-0.38,1.65,2.27,-0.56,1.15,1.32,-0.13,32,76,42,89,92,43,79,88,46
K. Przybyłko,Chicago Fire,ATACANTE,USA,-0.73,-0.89,1.01,1.72,1.59,-0.15,0.87,-1.18,-0.19,28,33,82,90,83,58,72,10,43
M. Urruti,Austin FC,ATACANTE,USA,-0.58,0.73,-2.51,-1.35,-3.02,-2.28,-2.29,-1.17,-1.56,36,71,1,18,1,7,3,11,12
M. García,Minnesota United,ATACANTE,USA,-0.51,-0.29,-0.53,0.46,0.25,0.99,-0.39,-0.58,-0.52,38,47,32,64,62,75,40,33,38
G. Koutsias,Chicago Fire,ATACANTE,USA,-0.5,-0.41,-0.25,1.05,1.01,-1.23,-0.01,0.38,-0.84,39,44,46,78,74,22,50,69,32
D. Rubio,Colorado Rapids,ATACANTE,USA,1.85,0.85,1.28,-0.45,1.55,1.4,-1.45,0.33,-1.13,92,74,88,36,82,81,17,68,22
Miguel Berry,Atlanta United,ATACANTE,USA,-1.93,-1.7,-2.42,-2.04,-1.15,-2.27,-2.12,-0.64,-3.7,6,17,3,10,29,8,7,24,1
D. Badji,Cincinnati,ATACANTE,USA,-0.72,-0.42,-0.15,-0.39,0.22,1.64,1.38,-0.53,0.74,29,43,50,40,61,86,85,36,68
R. Ruidíaz,Seattle Sounders,ATACANTE,USA,-0.39,-0.45,-0.74,-2.54,-0.82,-2.35,-0.29,-0.64,0.21,42,42,26,4,38,6,43,25,54
T. Fountas,Trabzonspor,ATACANTE,USA,0.69,1.76,-0.35,1.38,-2.24,-0.53,-0.68,0.59,0.08,78,85,43,88,6,46,31,76,47
Héber,Seattle Sounders,ATACANTE,USA,-0.66,-1.93,-1.04,-2.9,-2.0,-0.33,-0.13,-1.45,1.19,35,10,17,1,10,51,46,4,83
S. Ibrahim,CF Montréal,ATACANTE,USA,-0.47,-1.68,-0.19,0.61,1.21,2.46,-1.14,0.17,-0.49,40,19,47,71,75,90,22,64,39
K. Cabral,Colorado Rapids,ATACANTE,USA,0.23,2.8,-1.11,-0.3,-1.83,-2.64,-0.04,0.24,-0.26,67,92,12,43,11,1,49,65,42
D. Kerr,Toronto,ATACANTE,USA,-0.67,-2.03,-0.26,0.08,1.9,-0.55,1.46,0.77,-0.15,33,8,44,53,86,44,88,81,44
R. Ledezma,New York City,ATACANTE,USA,1.89,-0.23,1.55,-0.81,-1.6,2.96,-3.77,-0.63,-3.33,93,49,94,26,17,94,1,28,3
R. Enrique,Orlando City,ATACANTE,USA,0.73,0.1,0.66,1.31,0.03,-1.36,-1.28,1.13,-1.39,79,62,74,83,56,19,19,86,18
D. Musovski,Real Salt Lake,ATACANTE,USA,-0.18,-0.02,-0.71,-0.56,0.33,0.9,1.43,-0.44,1.49,44,58,28,35,64,72,86,42,89
J. Lewis,Colorado Rapids,ATACANTE,USA,-0.25,-0.79,-0.1,2.06,-1.74,-2.03,-2.12,1.64,-1.98,43,38,51,94,12,11,6,90,8
A. Julio,Real Salt Lake,ATACANTE,USA,-1.08,1.23,-1.22,0.95,0.04,-0.87,-0.39,0.52,-1.04,18,82,8,76,57,36,38,75,26
A. Ibrahim,Houston Dynamo,ATACANTE,USA,-0.06,0.73,-0.49,0.35,-1.64,-1.19,0.71,0.13,0.31,51,72,33,58,15,25,67,62,58
D. Kreilach,Real Salt Lake,ATACANTE,USA,-0.07,-1.56,1.76,-0.68,-0.07,-0.96,-1.07,-1.6,-1.4,50,21,96,31,54,32,25,1,17
R. Rubín,Real Salt Lake,ATACANTE,USA,-0.83,-1.22,-1.08,-1.3,1.31,0.02,-2.13,-0.85,-2.11,25,29,14,19,76,62,4,18,7
G. Vrioni,New England,ATACANTE,USA,-1.07,-0.13,-1.02,-0.43,-0.4,-2.58,0.44,-0.29,0.96,19,53,18,38,46,3,61,51,76
G. Bou,New England,ATACANTE,USA,0.59,0.03,-0.01,0.36,-1.65,1.7,-0.51,2.25,-1.9,75,60,56,60,14,88,33,99,10
F. Boli,Portland Timbers,ATACANTE,USA,-1.31,-1.78,-1.13,0.03,-0.88,-1.23,-0.36,0.5,0.14,11,14,11,51,35,24,42,74,53
G. Zardes,Austin FC,ATACANTE,USA,-1.15,0.13,-0.76,-1.65,3.55,-0.35,1.04,-0.57,0.48,14,64,25,14,99,47,75,35,61
João Klauss,St. Louis City ,ATACANTE,USA,0.96,1.48,1.13,1.1,0.6,-0.8,0.98,-0.44,0.09,82,83,83,79,69,38,74,40,50
K. Kamara,Chicago Fire,ATACANTE,USA,0.02,-0.07,1.26,0.5,4.65,-1.29,-0.77,-0.64,-0.71,54,56,86,67,100,21,29,26,33
B. Wood,New England,ATACANTE,USA,-1.32,-1.23,-1.28,-2.58,-0.35,-0.35,1.36,-0.73,1.6,10,28,7,3,47,50,83,21,92
C. Offor,CF Montréal,ATACANTE,USA,-0.09,0.73,0.65,0.94,1.73,-2.35,-1.05,-0.01,-1.0,49,69,72,75,85,4,26,58,29
D. McGuire,Orlando City,ATACANTE,USA,-1.61,-0.81,-1.19,-0.08,-0.22,1.34,3.2,-1.16,0.43,7,36,10,47,50,79,100,12,60
C. Sapong,Toronto,ATACANTE,USA,-0.87,-1.29,0.03,-0.83,0.56,-1.98,-1.92,-0.07,-1.1,24,25,57,25,68,12,8,57,25
L. Campana,Inter Miami,ATACANTE,USA,0.26,0.64,0.67,-0.8,1.53,-0.26,0.69,-1.09,2.43,68,68,75,28,81,53,65,14,94
D. Joveljić,Los Angeles Galaxy,ATACANTE,USA,-1.11,-2.56,-0.09,-0.62,0.22,0.68,0.28,-0.95,0.58,17,6,53,32,60,69,58,17,64
T. Bunbury,Nashville SC,ATACANTE,USA,-0.14,-1.44,0.6,0.53,2.09,-2.18,-1.79,-0.82,-1.53,46,24,71,68,90,10,14,19,14
F. Picault,Nashville SC,ATACANTE,USA,1.32,4.37,0.74,0.33,0.8,-1.59,-0.39,2.16,-0.89,86,99,76,57,72,17,39,96,31
C. Ramírez,Columbus Crew,ATACANTE,USA,-2.0,-2.7,-0.91,-2.28,-1.21,1.04,0.86,-1.57,0.27,3,3,21,7,28,76,71,3,57
Josef Martínez,Inter Miami,ATACANTE,USA,-2.0,-3.25,-0.87,-2.1,-1.25,-1.11,0.47,-1.36,1.87,4,1,22,8,26,28,62,6,93
Talles Magno,New York City,ATACANTE,USA,1.64,0.5,1.48,1.34,1.37,0.29,-1.23,1.71,-1.68,89,67,90,85,79,67,21,93,11
Elias Manoel,New York RB,ATACANTE,USA,-1.59,-0.38,-1.94,-1.83,-0.97,-0.64,-0.41,-0.35,-0.61,8,46,4,12,33,42,36,46,36
G. Giakoumakis,Atlanta United,ATACANTE,USA,0.29,3.01,-0.04,-1.14,1.95,0.3,1.92,-0.97,2.95,69,93,54,21,88,68,94,15,99
E. Copetti,Charlotte FC,ATACANTE,USA,0.16,-0.21,1.33,1.37,2.92,-0.73,0.25,-0.62,-1.44,60,50,89,86,94,40,54,31,15
J. Obrian,Dallas,ATACANTE,USA,1.0,2.67,-0.44,-1.46,-0.7,1.62,2.18,0.87,0.75,83,90,39,17,42,85,99,82,69
T. Barlow,New York RB,ATACANTE,USA,-0.81,-1.1,-0.91,-1.85,-0.35,-1.75,1.36,-1.32,1.27,26,32,19,11,49,15,82,7,88
N. Gioacchini,St. Louis City ,ATACANTE,USA,0.61,2.55,0.78,0.4,0.1,-1.07,1.88,-0.43,1.18,76,89,78,61,58,29,93,43,82
C. Vela,Los Angeles FC,ATACANTE,USA,1.07,-1.49,1.49,0.57,-1.35,4.32,-0.07,0.04,1.15,85,22,92,69,24,99,47,60,81
M. Uhre,Philadelphia Union,ATACANTE,USA,0.02,1.16,-0.47,1.12,-1.44,-0.03,0.29,0.25,0.58,56,81,36,81,19,61,60,67,62
J. Morris,Seattle Sounders,ATACANTE,USA,-0.69,-1.72,0.39,0.89,2.08,-1.44,2.0,-0.34,1.0,31,15,68,74,89,18,96,47,78
A. Bassi,Houston Dynamo,ATACANTE,USA,3.91,-0.11,3.6,0.25,-2.2,2.64,1.67,-0.59,4.36,100,54,100,56,7,92,92,32,100
J. Ferreira,Dallas,ATACANTE,USA,0.54,-0.07,0.31,0.43,-2.25,1.52,0.72,-0.29,0.91,74,57,64,62,4,83,68,53,75
K. Świderski,Charlotte FC,ATACANTE,USA,-0.12,-0.7,0.23,-0.42,-0.84,1.41,-0.14,-0.52,0.86,47,39,61,39,36,82,44,38,72
A. Pulido,Sporting KC,ATACANTE,USA,-0.03,-2.66,0.32,-1.46,-1.05,1.06,1.56,-0.27,0.83,53,4,65,15,31,78,89,54,71
J. Carranza,Philadelphia Union,ATACANTE,USA,1.89,3.84,0.89,0.01,-0.72,0.21,0.04,-0.36,-0.38,94,97,79,50,40,65,53,44,40
C. Baird,Houston Dynamo,ATACANTE,USA,0.11,-0.21,-0.47,-0.93,-1.36,-0.13,1.62,-0.62,0.87,58,51,38,24,22,60,90,29,74
B. White,Vancouver Whitecaps,ATACANTE,USA,-1.13,-1.29,0.13,-0.08,2.31,0.15,0.65,-0.72,1.2,15,26,58,46,93,64,64,22,85
B. Vázquez,Cincinnati,ATACANTE,USA,0.5,0.16,0.6,-0.18,-0.18,-0.9,0.26,-0.51,0.65,72,65,69,44,51,33,57,39,67
R. Gauld,Vancouver Whitecaps,ATACANTE,USA,3.34,4.96,1.8,1.3,-1.03,6.16,0.26,-0.3,1.08,99,100,97,82,32,100,56,50,79
C. Benteke,DC United,ATACANTE,USA,0.2,-1.83,2.18,1.95,3.51,-0.35,1.06,-0.31,2.65,64,11,99,93,97,49,76,49,96
C. Hernández,Columbus Crew,ATACANTE,USA,1.9,-0.55,1.53,1.81,-0.73,4.01,-0.45,2.25,0.09,96,40,93,92,39,97,35,97,49
J. Ebobisse,SJ Earthquakes,ATACANTE,USA,-1.17,-2.03,-0.87,-2.48,0.34,-0.73,0.04,0.43,0.1,12,7,24,6,65,39,51,71,51
H. Mukhtar,Nashville SC,ATACANTE,USA,1.56,-1.16,1.18,2.56,-2.52,2.66,-0.55,2.07,0.22,88,31,85,99,3,93,32,94,56
